exact_ref prompt=0 tokens=6 kv=f64 act=Ours threads=64 expert_scale=1
step	pos	theirs	exact_top1	exact_margin	theirs_gap	ref_margin
0	5	8913	8913	2.4238	0.0000	2.3850
1	6	11	11	0.3277	0.0000	0.3685
2	7	588	588	0.0733	0.0000	0.1241
3	8	317	317	1.9373	0.0000	2.0130
4	9	839	839	1.1488	0.0000	1.4095
5	10	254	254	1.0777	0.0000	1.2767
6	11	8397	8397	0.1494	0.0000	0.1070
7	12	3787	3787	6.3639	0.0000	6.7600
8	13	279	279	3.4371	0.0000	3.4622
9	14	254	254	2.5374	0.0000	2.7611
10	15	3085	3085	4.1847	0.0000	3.9564
11	16	13	13	2.8167	0.0000	2.8842
12	17	8913	8913	0.0580	0.0000	0.2626
13	18	317	317	2.3985	0.0000	2.2913
14	19	3185	3185	1.5524	0.0000	1.6818
15	20	327	327	1.3752	0.0000	1.5110
16	21	895	895	3.0919	0.0000	3.3390
17	22	31950	4171	0.1095	0.1095	0.1820
18	23	58321	58321	2.9536	0.0000	2.9789
19	24	11	11	1.0095	0.0000	1.0411
20	25	1108	1108	0.4502	0.0000	0.5906
21	26	372	372	8.7321	0.0000	8.6502
22	27	254	254	6.4568	0.0000	6.5387
23	28	427	427	6.5974	0.0000	6.7719
24	29	96575	96575	11.1306	0.0000	11.2190
25	30	25943	25943	7.7120	0.0000	7.8240
26	31	11	11	0.9439	0.0000	0.8531
27	32	254	254	0.7366	0.0000	1.1075
28	33	75173	75173	3.5738	0.0000	3.7660
29	34	12238	12238	3.2710	0.0000	3.3854
30	35	11	11	4.3469	0.0000	4.3854
  top5 step 30: 11:36.8602 285:32.5133 334:27.8754 13:27.8454 18712:26.3911
