exact_ref prompt=32 tokens=56 kv=f64 act=Ours threads=64 expert_scale=1
step	pos	theirs	exact_top1	exact_margin	theirs_gap	ref_margin
0	55	440	440	0.0724	0.0000	0.2121
1	56	30165	5008	0.0707	0.9473	0.1117
2	57	12	12	1.2957	0.0000	1.0009
3	58	29733	29733	4.1910	0.0000	4.2477
4	59	883	2859	0.0650	0.0650	0.1343
5	60	185	185	1.9483	0.0000	1.9456
6	61	185	185	2.8230	0.0000	2.6802
7	62	549	549	0.8781	0.0000	0.8115
8	63	11018	11018	1.6615	0.0000	1.9754
9	64	12	12	3.7305	0.0000	4.0298
10	65	29733	29733	6.7862	0.0000	6.4126
11	66	6263	6263	2.3618	0.0000	2.6023
12	67	317	317	1.2182	0.0000	1.2612
13	68	245	245	0.3736	0.0000	0.4392
14	69	2131	2976	0.1528	0.1528	0.0464
15	70	12	12	1.1060	0.0000	2.0498
16	71	2834	2834	2.9665	0.0000	3.3236
17	72	5379	5379	1.6870	0.0000	1.7331
18	73	12357	12357	2.5176	0.0000	2.3565
19	74	344	344	0.5559	0.0000	0.6426
20	75	317	317	0.2992	0.0000	0.0013
21	76	1222	1222	0.2170	0.0000	0.4516
22	77	279	279	0.6691	0.0000	0.8005
23	78	254	254	1.2962	0.0000	1.1311
24	79	56123	56123	1.4680	0.0000	1.8198
25	80	2019	2019	0.1289	0.0000	0.2630
26	81	13	13	1.3316	0.0000	1.3236
27	82	809	809	0.1165	0.0000	0.2194
28	83	317	317	1.4835	0.0000	1.6212
29	84	5405	5405	1.7289	0.0000	1.4087
30	85	276	276	4.6032	0.0000	4.9194
  top5 step 30: 276:39.3825 327:34.7793 10173:31.0736 279:30.6956 372:30.4790
