exact_ref prompt=23 tokens=6 kv=f64 act=Ours threads=64 expert_scale=1
step	pos	theirs	exact_top1	exact_margin	theirs_gap	ref_margin
0	5	254	254	2.4764	0.0000	2.5379
1	6	13727	770	0.4186	0.4186	0.1092
2	7	770	770	1.3030	0.0000	1.5590
3	8	255	255	6.8063	0.0000	7.0058
4	9	334	334	0.4720	0.0000	0.3115
5	10	124	124	0.5540	0.0000	0.3198
6	11	98	98	8.3341	0.0000	7.7087
7	12	633	633	0.1568	0.0000	0.1151
8	13	429	429	0.9298	0.0000	0.9377
9	14	13727	13727	0.0679	0.0000	0.1143
10	15	770	770	1.3214	0.0000	1.4398
11	16	255	255	9.7081	0.0000	9.5016
12	17	317	317	2.5721	0.0000	2.5265
13	18	254	254	2.0219	0.0000	1.8991
14	19	4443	4443	0.3224	0.0000	0.4661
15	20	1094	1094	3.0478	0.0000	2.2892
16	21	38220	38220	6.2943	0.0000	6.5676
17	22	19305	19305	11.5345	0.0000	11.8396
18	23	279	279	2.2857	0.0000	1.8406
19	24	254	254	1.6538	0.0000	2.0059
20	25	1843	8373	0.5447	0.5938	0.1121
21	26	1166	1166	1.9672	0.0000	1.6325
22	27	254	254	6.7065	0.0000	6.5599
23	28	2616	2616	2.2185	0.0000	2.1932
24	29	50259	50259	1.8933	0.0000	1.7951
25	30	285	285	5.1539	0.0000	4.4991
26	31	254	254	1.0830	0.0000	0.3385
27	32	28071	28071	8.6509	0.0000	8.5506
28	33	13	13	1.7943	0.0000	1.6109
29	34	429	429	0.1094	0.0000	0.1259
30	35	13727	13727	0.5576	0.0000	0.3174
  top5 step 30: 13727:30.0208 770:29.4632 19305:29.0701 89128:28.4097 7194:28.0445
