exact_ref prompt=9 tokens=7 kv=f64 act=Ours threads=64 expert_scale=1
step	pos	theirs	exact_top1	exact_margin	theirs_gap	ref_margin
0	6	207	207	5.0186	0.0000	4.8169
1	7	16	16	2.0544	0.0000	1.2404
2	8	23	23	5.0067	0.0000	5.0650
3	9	21	21	8.1940	0.0000	8.1089
4	10	11	11	5.1966	0.0000	5.2541
5	11	17	17	0.8872	0.0000	1.1608
6	12	23	23	4.4340	0.0000	4.6581
7	13	17	17	6.1984	0.0000	5.9754
8	14	6593	6593	6.4073	0.0000	5.8886
9	15	513	513	3.0754	0.0000	3.0164
10	16	1864	1864	5.4375	0.0000	5.3237
11	17	13	13	1.1901	0.0000	1.1839
12	18	185	185	1.0822	0.0000	1.1670
13	19	185	185	0.9021	0.0000	1.1213
14	20	1679	1679	2.4759	0.0000	2.2947
15	21	1724	1724	0.3314	0.0000	0.6886
16	22	4311	4311	1.0140	0.0000	0.9395
17	23	317	317	1.8267	0.0000	2.1908
18	24	2156	254	0.2466	0.2466	0.0249
19	25	30	30	0.5688	0.0000	0.4059
20	26	185	185	4.8348	0.0000	4.8351
21	27	185	185	1.6270	0.0000	1.7246
22	28	549	549	0.4260	0.0000	0.3014
23	29	4583	4583	4.1497	0.0000	3.8749
24	30	280	280	5.2934	0.0000	5.3696
25	31	2156	2156	7.2904	0.0000	7.4044
26	32	317	317	2.2947	0.0000	1.9117
27	33	10750	10750	0.9888	0.0000	0.4719
28	34	207	207	6.1261	0.0000	6.2088
29	35	16	16	6.8448	0.0000	7.1173
30	36	23	23	8.8319	0.0000	7.3457
  top5 step 30: 23:35.5730 11:26.7411 13:24.7604 16:23.5126 15:23.0053
