exact_ref prompt=2 tokens=6 kv=f64 act=Ours threads=64 expert_scale=1
step	pos	theirs	exact_top1	exact_margin	theirs_gap	ref_margin
0	5	207	207	3.9288	0.0000	4.0842
1	6	19	19	0.8323	0.0000	0.9587
2	7	185	185	1.1178	0.0000	1.1089
3	8	185	185	0.3833	0.0000	0.3406
4	9	1679	1679	1.0829	0.0000	1.1735
5	10	207	207	1.7247	0.0000	1.3688
6	11	17	17	1.0388	0.0000	1.0673
7	12	13	13	1.0378	0.0000	0.6072
8	13	207	207	1.1779	0.0000	1.1342
9	14	17	17	0.2013	0.0000	0.1998
10	15	919	919	0.0725	0.0000	0.1231
11	16	207	207	4.8073	0.0000	4.8406
12	17	17	18	0.2287	0.2287	0.3572
13	18	403	403	2.1707	0.0000	1.9416
14	19	207	207	3.6593	0.0000	3.5653
15	20	19	19	2.1654	0.0000	2.2967
16	21	185	185	2.1572	0.0000	2.3467
17	22	185	185	1.5473	0.0000	1.3616
18	23	1679	1679	1.3749	0.0000	1.1804
19	24	207	207	4.0286	0.0000	4.1551
20	25	17	17	0.9343	0.0000	0.7285
21	26	13	13	1.1517	0.0000	1.3646
22	27	207	207	2.8385	0.0000	2.9046
23	28	17	17	5.5268	0.0000	5.6748
24	29	919	919	5.6884	0.0000	6.0269
25	30	207	207	7.7267	0.0000	7.4241
26	31	17	17	7.5867	0.0000	6.5452
27	32	403	403	4.6069	0.0000	4.9059
28	33	207	207	8.3465	0.0000	8.7237
29	34	19	19	6.6780	0.0000	6.8800
30	35	185	185	3.4478	0.0000	3.3345
  top5 step 30: 185:14.0740 100001:10.6262 207:8.2455 334:7.6280 570:6.8348
