exact_ref prompt=10 tokens=5 kv=f64 act=Ours threads=64 expert_scale=1
step	pos	theirs	exact_top1	exact_margin	theirs_gap	ref_margin
0	4	11303	11303	1.7999	0.0000	1.8456
1	5	11	11	2.0253	0.0000	2.1262
2	6	10967	10967	2.3682	0.0000	2.4293
3	7	11	11	2.4545	0.0000	2.5174
4	8	8202	8202	3.6042	0.0000	3.5521
5	9	11	11	2.5530	0.0000	2.5647
6	10	8652	8652	3.8578	0.0000	3.7301
7	11	11	11	2.2496	0.0000	1.9985
8	12	7926	7926	5.6628	0.0000	5.3875
9	13	185	185	2.2539	0.0000	2.0097
10	14	185	185	1.8685	0.0000	1.9101
11	15	1679	1679	1.6611	0.0000	0.8254
12	16	25452	1724	0.0400	0.1364	0.1953
13	17	280	280	0.9258	0.0000	0.2306
14	18	254	254	4.5568	0.0000	4.9961
15	19	14062	14062	1.6726	0.0000	1.1713
16	20	185	185	0.4139	0.0000	1.1155
17	21	185	185	2.6367	0.0000	2.3699
18	22	12	12	1.4877	0.0000	1.3651
19	23	9217	9217	0.3305	0.0000	0.2912
20	24	32511	32511	0.6603	0.0000	0.5286
21	25	746	746	0.5066	0.0000	0.2806
22	26	185	185	1.0921	0.0000	0.9333
23	27	207	12	0.0508	0.0508	0.2034
24	28	570	570	5.1293	0.0000	5.3154
25	29	9217	9217	0.3936	0.0000	0.2162
26	30	32682	32682	0.0377	0.0000	0.5148
27	31	62086	62086	1.6118	0.0000	0.8358
28	32	59668	59668	0.3151	0.0000	0.7017
29	33	414	414	2.2756	0.0000	1.9629
30	34	2008	2008	1.3960	0.0000	0.4409
  top5 step 30: 2008:22.1170 656:20.7210 2181:19.8426 444:19.5532 680:19.3500
