exact_ref prompt=6 tokens=6 kv=f64 act=Ours threads=64 expert_scale=1
step	pos	theirs	exact_top1	exact_margin	theirs_gap	ref_margin
0	5	6159	6159	1.7963	0.0000	1.7321
1	6	11	11	0.1854	0.0000	0.1584
2	7	285	285	0.4069	0.0000	0.1678
3	8	254	254	2.1469	0.0000	2.2031
4	9	9541	9541	2.8058	0.0000	2.9669
5	10	280	280	5.9921	0.0000	6.3273
6	11	6159	6159	2.0323	0.0000	2.4417
7	12	317	317	4.6355	0.0000	4.6992
8	13	3550	3550	3.3202	0.0000	3.6458
9	14	13	13	1.0938	0.0000	1.1991
10	15	185	185	0.8783	0.0000	0.9867
11	16	185	185	2.0022	0.0000	1.7110
12	17	549	549	1.3938	0.0000	1.4062
13	18	9541	9541	2.8877	0.0000	2.6467
14	19	280	280	5.9500	0.0000	5.9978
15	20	2156	2156	0.1241	0.0000	0.0392
16	21	317	317	6.2543	0.0000	6.3298
17	22	4426	4426	1.8446	0.0000	2.0611
18	23	11	11	4.2752	0.0000	4.3324
19	24	285	285	5.6483	0.0000	5.1126
20	25	254	254	5.0017	0.0000	5.0390
21	26	9541	9541	7.8227	0.0000	7.5842
22	27	280	280	8.8918	0.0000	8.9753
23	28	4426	4426	6.7840	0.0000	6.4032
24	29	317	317	8.7749	0.0000	8.7002
25	30	2156	2156	5.5694	0.0000	6.4612
26	31	13	13	7.5732	0.0000	7.4994
27	32	185	185	3.6248	0.0000	3.8811
28	33	185	185	6.9120	0.0000	6.7710
29	34	549	549	3.3012	0.0000	3.1511
30	35	9541	9541	4.0979	0.0000	3.7226
  top5 step 30: 9541:29.9106 1246:25.8127 1604:24.9287 1734:24.8313 13294:24.2027
