exact_ref prompt=27 tokens=8 kv=f64 act=Ours threads=64 expert_scale=1
step	pos	theirs	exact_top1	exact_margin	theirs_gap	ref_margin
0	7	254	254	0.4276	0.0000	0.2100
1	8	4182	4182	0.0289	0.0000	0.0176
2	9	7503	11102	0.0193	0.0193	0.1754
3	10	11102	11102	1.5978	0.0000	1.6869
4	11	1761	1761	2.9419	0.0000	2.7927
5	12	6282	6282	1.1167	0.0000	1.0941
6	13	1116	1116	12.3303	0.0000	11.1691
7	14	13	13	8.9182	0.0000	8.9899
8	15	71	71	5.9747	0.0000	6.0200
9	16	13	13	1.4033	0.0000	1.4049
10	17	809	809	0.3069	0.0000	0.2580
11	18	317	317	2.2850	0.0000	2.2926
12	19	245	245	1.6153	0.0000	1.7353
13	20	7503	7503	0.5136	0.0000	0.5738
14	21	1157	1157	5.1196	0.0000	4.3998
15	22	344	344	0.8780	0.0000	0.7746
16	23	317	317	0.6593	0.0000	0.6497
17	24	1222	1222	1.8758	0.0000	2.0748
18	25	276	276	2.0665	0.0000	1.9287
19	26	3640	3640	0.1887	0.0000	0.1282
20	27	254	254	0.4563	0.0000	0.2336
21	28	2827	2827	1.5827	0.0000	1.8439
22	29	276	276	0.1771	0.0000	0.1307
23	30	254	254	4.0977	0.0000	3.9072
24	31	4182	4182	3.1968	0.0000	3.1622
25	32	2827	2827	7.2134	0.0000	7.5786
26	33	3710	3710	3.5963	0.0000	3.3852
27	34	11	11	0.0042	0.0000	0.2097
28	35	4308	4308	0.1433	0.0000	0.1982
29	36	254	254	2.7764	0.0000	2.8507
30	37	6800	6800	1.5922	0.0000	1.0893
  top5 step 30: 6800:35.2881 7113:33.6959 8470:33.0465 4147:32.8331 4541:32.2608
