exact_ref prompt=5 tokens=8 kv=f64 act=Ours threads=64 expert_scale=1
step	pos	theirs	exact_top1	exact_margin	theirs_gap	ref_margin
0	7	185	188	0.0510	0.0510	0.3483
1	8	300	300	0.4437	0.0000	0.6987
2	9	972	972	2.4611	0.0000	2.7061
3	10	245	245	4.7928	0.0000	4.8633
4	11	919	919	1.4455	0.0000	1.5257
5	12	270	270	8.1784	0.0000	8.6883
6	13	185	185	2.9744	0.0000	2.9477
7	14	185	185	2.4112	0.0000	2.7183
8	15	185	1558	0.0912	0.0912	0.0889
9	16	1558	1558	2.4348	0.0000	2.0643
10	17	53909	53909	1.6824	0.0000	1.6323
11	18	7	7	7.8200	0.0000	7.7495
12	19	64	64	5.3877	0.0000	5.6453
13	20	11	11	6.0050	0.0000	5.6174
14	21	270	270	5.2812	0.0000	5.4516
15	22	1780	1780	7.7734	0.0000	7.7048
16	23	185	185	4.0300	0.0000	4.2277
17	24	300	300	8.3406	0.0000	8.5760
18	25	972	972	6.2618	0.0000	6.4342
19	26	245	245	7.2342	0.0000	7.3539
20	27	570	570	4.9748	0.0000	4.8057
21	28	270	270	9.1168	0.0000	9.1436
22	29	185	185	4.6171	0.0000	4.6160
23	30	185	185	3.8912	0.0000	3.9322
24	31	185	185	3.9032	0.0000	4.2033
25	32	1558	1558	4.5673	0.0000	4.5406
26	33	36419	36419	3.7463	0.0000	3.8025
27	34	7	7	8.8663	0.0000	8.7311
28	35	64	64	6.9947	0.0000	7.1545
29	36	11	11	10.0638	0.0000	9.9042
30	37	270	270	6.3570	0.0000	6.1909
  top5 step 30: 270:31.2785 65:24.9214 1072:20.4144 245:20.3796 207:20.2330
