exact_ref prompt=7 tokens=5 kv=f64 act=Ours threads=64 expert_scale=1
step	pos	theirs	exact_top1	exact_margin	theirs_gap	ref_margin
0	4	11	11	1.5030	0.0000	1.5276
1	5	745	745	0.4676	0.0000	0.3588
2	6	438	438	1.2888	0.0000	1.1657
3	7	245	245	2.2914	0.0000	2.2168
4	8	5075	1585	0.3052	0.3172	0.0253
5	9	7046	7046	1.3695	0.0000	1.3339
6	10	29093	46707	0.1684	0.3400	0.0288
7	11	13	13	0.9772	0.0000	0.9616
8	12	2130	2130	1.0969	0.0000	0.9986
9	13	438	438	0.3551	0.0000	0.4592
10	14	245	245	1.1850	0.0000	1.1587
11	15	1079	1079	0.9826	0.0000	0.7381
12	16	24012	24012	0.3189	0.0000	0.2579
13	17	10724	10724	0.8431	0.0000	0.9885
14	18	11	11	0.5524	0.0000	0.5947
15	19	548	548	0.4001	0.0000	0.4757
16	20	838	838	2.3103	0.0000	2.5360
17	21	661	661	0.0245	0.0000	0.1234
18	22	1866	1866	0.1896	0.0000	0.4836
19	23	661	3707	0.2550	0.2550	0.0105
20	24	274	274	1.3272	0.0000	1.3662
21	25	2460	2460	0.9476	0.0000	0.9898
22	26	1296	1296	0.1868	0.0000	0.2279
23	27	13	13	1.2278	0.0000	1.4803
24	28	2130	2130	0.1161	0.0000	0.0586
25	29	661	661	0.2927	0.0000	0.4208
26	30	1958	1958	0.9349	0.0000	0.9297
27	31	803	803	1.5549	0.0000	1.5659
28	32	1653	1653	1.3297	0.0000	1.1167
29	33	27211	27211	0.8992	0.0000	0.6098
30	34	276	276	2.0447	0.0000	2.0516
  top5 step 30: 276:38.9741 285:36.9295 11:36.1569 13:34.7885 410:34.1586
