exact_ref prompt=11 tokens=6 kv=f64 act=Ours threads=64 expert_scale=1
step	pos	theirs	exact_top1	exact_margin	theirs_gap	ref_margin
0	5	5001	5001	0.2274	0.0000	0.2138
1	6	403	403	0.8329	0.0000	0.8100
2	7	655	655	2.1800	0.0000	2.2737
3	8	2817	2817	0.5585	0.0000	0.5837
4	9	31	31	3.7218	0.0000	3.8714
5	10	2817	2817	0.9503	0.0000	0.9614
6	11	13	13	2.8512	0.0000	2.9120
7	12	690	690	3.0785	0.0000	3.3612
8	13	4069	4069	0.6866	0.0000	0.7700
9	14	185	185	0.2154	0.0000	0.3822
10	15	185	185	2.8528	0.0000	2.8407
11	16	7504	7504	0.9780	0.0000	0.8506
12	17	575	575	4.1468	0.0000	4.2938
13	18	7431	7431	6.2356	0.0000	6.3771
14	19	4741	4741	3.2773	0.0000	2.8906
15	20	11267	11267	4.0899	0.0000	4.2795
16	21	5001	5001	3.0695	0.0000	2.7614
17	22	403	403	0.1112	0.0000	0.1157
18	23	655	655	4.9142	0.0000	4.5751
19	24	2817	2817	5.6383	0.0000	5.0926
20	25	31	31	4.3175	0.0000	3.4669
21	26	2817	2817	7.2499	0.0000	7.0735
22	27	13	13	6.4982	0.0000	5.5938
23	28	690	690	8.4623	0.0000	8.4609
24	29	4069	4069	0.5719	0.0000	0.3641
25	30	185	185	0.5297	0.0000	0.3772
26	31	185	185	4.6541	0.0000	4.6742
27	32	7504	7504	2.6770	0.0000	2.3250
28	33	575	575	4.0612	0.0000	4.5171
29	34	7431	7431	6.3358	0.0000	6.4420
30	35	4741	4741	3.8733	0.0000	3.6833
  top5 step 30: 4741:27.0052 9162:23.1318 2616:22.3154 450:21.8984 2376:21.4290
