exact_ref prompt=17 tokens=4 kv=f64 act=Ours threads=64 expert_scale=1
step	pos	theirs	exact_top1	exact_margin	theirs_gap	ref_margin
0	3	21715	21715	7.8640	0.0000	7.4026
1	4	185	185	0.1424	0.0000	0.1502
2	5	185	185	0.8952	0.0000	0.4882
3	6	1558	1558	0.3232	0.0000	0.1406
4	7	752	752	0.3196	0.0000	0.2363
5	8	62	62	6.6443	0.0000	6.5978
6	9	2459	2459	0.4299	0.0000	0.4634
7	10	7	7	0.8472	0.0000	0.8427
8	11	2810	2810	0.0133	0.0000	0.2674
9	12	62	62	0.5449	0.0000	0.6903
10	13	1531	1531	0.4848	0.0000	0.4185
11	14	1780	1780	0.4324	0.0000	0.4176
12	15	185	185	5.4736	0.0000	5.5549
13	16	300	300	4.1706	0.0000	4.0861
14	17	1191	1191	0.4667	0.0000	0.6335
15	18	403	403	2.0944	0.0000	1.8938
16	19	21715	21715	0.2274	0.0000	0.4340
17	20	13	13	13.1653	0.0000	13.5107
18	21	1776	1776	2.1106	0.0000	2.1910
19	22	9307	9307	2.5556	0.0000	2.5542
20	23	7	7	5.8361	0.0000	5.8741
21	24	2810	2810	6.4872	0.0000	6.3582
22	25	62	62	7.4627	0.0000	8.2549
23	26	1531	1531	9.6252	0.0000	11.0917
24	27	8	8	1.2046	0.0000	1.2756
25	28	185	185	4.4908	0.0000	4.6470
26	29	300	300	3.1455	0.0000	3.1575
27	30	972	972	3.3944	0.0000	3.2568
28	31	1191	1191	3.3434	0.0000	3.2473
29	32	185	185	0.0707	0.0000	0.2833
30	33	185	185	1.3682	0.0000	1.6073
  top5 step 30: 185:23.8860 100001:22.5178 251:20.1215 300:19.4066 2:18.3308
