exact_ref prompt=7 tokens=5 kv=f64 act=Ik threads=64 expert_scale=1
step	pos	theirs	exact_top1	exact_margin	theirs_gap	ref_margin
0	4	11	11	1.4708	0.0000	1.5276
1	5	745	745	0.3027	0.0000	0.3588
2	6	438	438	1.2202	0.0000	1.1657
3	7	245	245	2.1415	0.0000	2.2168
4	8	5075	1585	0.0663	0.0663	0.0253
5	9	7046	7046	1.3289	0.0000	1.3339
6	10	29093	46707	0.0533	0.0790	0.0288
7	11	13	13	0.9229	0.0000	0.9616
8	12	2130	2130	1.1170	0.0000	0.9986
9	13	438	438	0.3614	0.0000	0.4592
10	14	245	245	1.1824	0.0000	1.1587
11	15	1079	1079	0.6857	0.0000	0.7381
12	16	24012	24012	0.2606	0.0000	0.2579
13	17	10724	10724	0.8845	0.0000	0.9885
14	18	11	11	0.6630	0.0000	0.5947
15	19	548	548	0.5280	0.0000	0.4757
16	20	838	838	2.2359	0.0000	2.5360
17	21	661	661	0.0936	0.0000	0.1234
18	22	1866	1866	0.3295	0.0000	0.4836
19	23	661	661	0.0092	0.0000	0.0105
20	24	274	274	1.3421	0.0000	1.3662
21	25	2460	2460	0.9560	0.0000	0.9898
22	26	1296	1296	0.2698	0.0000	0.2279
23	27	13	13	1.3897	0.0000	1.4803
24	28	2130	3474	0.0576	0.0576	0.0586
25	29	661	661	0.3752	0.0000	0.4208
26	30	1958	1958	0.9234	0.0000	0.9297
27	31	803	803	1.8483	0.0000	1.5659
28	32	1653	1653	1.0886	0.0000	1.1167
29	33	27211	27211	0.7332	0.0000	0.6098
30	34	276	276	1.9738	0.0000	2.0516
  top5 step 30: 276:38.9192 285:36.9454 11:36.3366 13:34.7578 410:33.9542
