exact_ref prompt=2 tokens=6 kv=f64 act=Ik threads=64 expert_scale=1
step	pos	theirs	exact_top1	exact_margin	theirs_gap	ref_margin
0	5	207	207	3.9700	0.0000	4.0842
1	6	19	19	1.1679	0.0000	0.9587
2	7	185	185	1.0812	0.0000	1.1089
3	8	185	185	0.1557	0.0000	0.3406
4	9	1679	1679	1.1075	0.0000	1.1735
5	10	207	207	1.2918	0.0000	1.3688
6	11	17	17	1.0667	0.0000	1.0673
7	12	13	13	0.7126	0.0000	0.6072
8	13	207	207	1.2905	0.0000	1.1342
9	14	17	17	0.1495	0.0000	0.1998
10	15	919	919	0.1079	0.0000	0.1231
11	16	207	207	4.8612	0.0000	4.8406
12	17	17	17	0.2420	0.0000	0.3572
13	18	403	403	2.1184	0.0000	1.9416
14	19	207	207	3.4719	0.0000	3.5653
15	20	19	19	2.1673	0.0000	2.2967
16	21	185	185	2.2295	0.0000	2.3467
17	22	185	185	1.1159	0.0000	1.3616
18	23	1679	1679	1.3375	0.0000	1.1804
19	24	207	207	3.8298	0.0000	4.1551
20	25	17	17	0.6180	0.0000	0.7285
21	26	13	13	0.3297	0.0000	1.3646
22	27	207	207	2.6363	0.0000	2.9046
23	28	17	17	5.2293	0.0000	5.6748
24	29	919	919	5.6405	0.0000	6.0269
25	30	207	207	7.0956	0.0000	7.4241
26	31	17	17	5.2102	0.0000	6.5452
27	32	403	403	4.8764	0.0000	4.9059
28	33	207	207	8.2411	0.0000	8.7237
29	34	19	19	6.6177	0.0000	6.8800
30	35	185	185	3.2798	0.0000	3.3345
  top5 step 30: 185:13.7617 100001:10.4819 207:8.3091 334:7.6378 570:6.8555
