exact_ref prompt=31 tokens=8 kv=f64 act=Ik threads=64 expert_scale=1
step	pos	theirs	exact_top1	exact_margin	theirs_gap	ref_margin
0	7	330	330	0.8076	0.0000	0.8604
1	8	1079	1079	0.0710	0.0000	0.0282
2	9	4977	4977	0.6204	0.0000	0.6869
3	10	13	13	1.9286	0.0000	1.8135
4	11	185	185	0.3130	0.0000	0.2701
5	12	185	185	1.8763	0.0000	1.4807
6	13	40	40	0.0408	0.0000	0.0069
7	14	463	463	0.2307	0.0000	0.1318
8	15	245	245	0.2061	0.0000	0.2632
9	16	1860	1860	0.1359	0.0000	0.1408
10	17	7254	7254	1.8453	0.0000	1.9573
11	18	327	327	1.7027	0.0000	1.8598
12	19	437	437	1.5092	0.0000	1.3718
13	20	13	13	0.9971	0.0000	1.0065
14	21	185	185	0.5030	0.0000	0.3336
15	22	185	185	4.3518	0.0000	4.3045
16	23	16	16	1.6275	0.0000	1.5309
17	24	13	13	1.6625	0.0000	1.6664
18	25	304	304	0.6536	0.0000	0.8066
19	26	2126	2126	0.2105	0.0000	0.3544
20	27	254	254	0.8519	0.0000	0.9009
21	28	9748	9748	1.5495	0.0000	1.4796
22	29	13	13	1.9455	0.0000	1.9069
23	30	185	185	0.5165	0.0000	0.6050
24	31	17	17	0.5156	0.0000	0.5829
25	32	13	13	8.0061	0.0000	8.0059
26	33	304	304	0.4814	0.0000	0.5449
27	34	2126	2126	0.4317	0.0000	0.5014
28	35	254	254	1.1519	0.0000	1.1473
29	36	9748	9748	0.4349	0.0000	0.2305
30	37	1373	1373	0.2682	0.0000	0.1840
  top5 step 30: 1373:28.9179 558:28.6496 13:28.0960 16783:27.6044 11:27.3582
