exact_ref prompt=1 tokens=4 kv=f64 act=Ik threads=64 expert_scale=1
step	pos	theirs	exact_top1	exact_margin	theirs_gap	ref_margin
0	3	207	207	2.4103	0.0000	2.4085
1	4	16	16	5.0943	0.0000	5.0911
2	5	15	15	5.5535	0.0000	5.9467
3	6	15	15	10.3064	0.0000	10.4366
4	7	9944	9944	0.8459	0.0000	0.7766
5	8	77537	77537	3.1390	0.0000	3.3191
6	9	430	430	0.5870	0.0000	0.5690
7	10	5532	5532	3.2176	0.0000	3.2354
8	11	2258	2258	5.4777	0.0000	5.7631
9	12	11	11	0.1290	0.0000	0.1958
10	13	548	548	0.9178	0.0000	0.9710
11	14	359	359	0.2591	0.0000	0.0847
12	15	481	481	0.9562	0.0000	0.9575
13	16	839	839	0.4250	0.0000	0.4277
14	17	26310	26310	1.1663	0.0000	1.0515
15	18	430	430	3.0094	0.0000	3.4628
16	19	207	207	0.8147	0.0000	0.8637
17	20	16	16	0.6946	0.0000	0.9393
18	21	15	15	2.7511	0.0000	3.8821
19	22	15	15	5.2462	0.0000	5.1356
20	23	9944	9944	5.0828	0.0000	5.1069
21	24	77537	77537	4.3539	0.0000	4.6736
22	25	430	430	0.6053	0.0000	1.0034
23	26	3872	3872	0.7197	0.0000	0.5968
24	27	2917	2917	3.8046	0.0000	3.7213
25	28	13354	13354	10.7233	0.0000	11.0989
26	29	13	13	0.6228	0.0000	0.6058
27	30	1002	1002	0.1708	0.0000	0.3031
28	31	317	317	1.6619	0.0000	1.8804
29	32	1373	1373	0.8997	0.0000	1.0234
30	33	254	254	1.4541	0.0000	1.6252
  top5 step 30: 254:35.3114 2354:33.8573 372:33.0261 280:32.9554 3207:32.6590
