exact_ref prompt=0 tokens=6 kv=f64 act=Ik threads=64 expert_scale=1
step	pos	theirs	exact_top1	exact_margin	theirs_gap	ref_margin
0	5	8913	8913	2.3976	0.0000	2.3850
1	6	11	11	0.3856	0.0000	0.3685
2	7	588	588	0.1791	0.0000	0.1241
3	8	317	317	1.9737	0.0000	2.0130
4	9	839	839	1.4148	0.0000	1.4095
5	10	254	254	1.3295	0.0000	1.2767
6	11	8397	8397	0.0955	0.0000	0.1070
7	12	3787	3787	6.4481	0.0000	6.7600
8	13	279	279	3.5085	0.0000	3.4622
9	14	254	254	2.8530	0.0000	2.7611
10	15	3085	3085	4.2698	0.0000	3.9564
11	16	13	13	2.9065	0.0000	2.8842
12	17	8913	8913	0.2087	0.0000	0.2626
13	18	317	317	2.3342	0.0000	2.2913
14	19	3185	3185	1.7264	0.0000	1.6818
15	20	327	327	1.4755	0.0000	1.5110
16	21	895	895	3.1984	0.0000	3.3390
17	22	31950	4171	0.0595	0.0595	0.1820
18	23	58321	58321	2.8958	0.0000	2.9789
19	24	11	11	1.2064	0.0000	1.0411
20	25	1108	1108	0.4899	0.0000	0.5906
21	26	372	372	8.7374	0.0000	8.6502
22	27	254	254	6.5293	0.0000	6.5387
23	28	427	427	6.6828	0.0000	6.7719
24	29	96575	96575	11.2485	0.0000	11.2190
25	30	25943	25943	7.8177	0.0000	7.8240
26	31	11	11	0.7541	0.0000	0.8531
27	32	254	254	1.1349	0.0000	1.1075
28	33	75173	75173	3.9390	0.0000	3.7660
29	34	12238	12238	3.3408	0.0000	3.3854
30	35	11	11	4.3391	0.0000	4.3854
  top5 step 30: 11:36.6075 285:32.2685 334:27.5646 13:27.5577 18712:26.1869
