exact_ref prompt=26 tokens=7 kv=f64 act=Ik threads=64 expert_scale=1
step	pos	theirs	exact_top1	exact_margin	theirs_gap	ref_margin
0	6	2685	2685	1.4838	0.0000	1.4132
1	7	11	11	0.3116	0.0000	0.1686
2	8	1373	1373	0.4914	0.0000	0.5027
3	9	2685	2685	3.1070	0.0000	2.8106
4	10	2602	2602	4.2816	0.0000	4.0024
5	11	2685	2685	3.7497	0.0000	3.3683
6	12	21479	21479	0.2490	0.0000	1.0935
7	13	34550	34550	5.1581	0.0000	5.3534
8	14	13	13	1.8367	0.0000	2.1343
9	15	185	185	0.4305	0.0000	0.5354
10	16	185	185	0.5931	0.0000	0.4886
11	17	549	549	1.3132	0.0000	1.2983
12	18	7742	7742	3.0037	0.0000	3.0836
13	19	4343	4343	3.5270	0.0000	3.3493
14	20	280	280	4.8903	0.0000	4.6377
15	21	34550	34550	0.8450	0.0000	0.9132
16	22	317	317	3.4570	0.0000	3.0753
17	23	2685	2685	1.4793	0.0000	0.7686
18	24	11	11	1.0706	0.0000	1.1416
19	25	1373	1373	3.6279	0.0000	3.7032
20	26	2685	2685	4.6680	0.0000	5.1568
21	27	2602	2602	2.7280	0.0000	2.8445
22	28	2685	2685	7.7595	0.0000	7.2104
23	29	21479	21479	4.9272	0.0000	5.0003
24	30	34550	34550	8.4366	0.0000	8.4098
25	31	13	13	6.7188	0.0000	6.8227
26	32	185	185	2.0325	0.0000	1.7406
27	33	185	185	1.0063	0.0000	2.5100
28	34	549	549	1.3831	0.0000	0.6208
29	35	7742	7742	4.1310	0.0000	4.3108
30	36	4343	4343	5.6516	0.0000	5.7359
  top5 step 30: 4343:30.9457 15822:25.2941 280:24.7605 1604:22.2593 317:21.8620
