exact_ref prompt=23 tokens=6 kv=f64 act=Ik threads=64 expert_scale=1
step	pos	theirs	exact_top1	exact_margin	theirs_gap	ref_margin
0	5	254	254	2.5078	0.0000	2.5379
1	6	13727	770	0.1426	0.1426	0.1092
2	7	770	770	1.3911	0.0000	1.5590
3	8	255	255	6.9645	0.0000	7.0058
4	9	334	334	0.3704	0.0000	0.3115
5	10	124	124	0.4398	0.0000	0.3198
6	11	98	98	9.3841	0.0000	7.7087
7	12	633	633	0.1011	0.0000	0.1151
8	13	429	429	0.9205	0.0000	0.9377
9	14	13727	13727	0.1110	0.0000	0.1143
10	15	770	770	1.3775	0.0000	1.4398
11	16	255	255	10.0530	0.0000	9.5016
12	17	317	317	2.5376	0.0000	2.5265
13	18	254	254	2.0656	0.0000	1.8991
14	19	4443	4443	0.4150	0.0000	0.4661
15	20	1094	1094	3.1737	0.0000	2.2892
16	21	38220	38220	6.0340	0.0000	6.5676
17	22	19305	19305	11.5256	0.0000	11.8396
18	23	279	279	2.7923	0.0000	1.8406
19	24	254	254	1.7968	0.0000	2.0059
20	25	1843	1843	0.1503	0.0000	0.1121
21	26	1166	1166	1.7085	0.0000	1.6325
22	27	254	254	6.3845	0.0000	6.5599
23	28	2616	2616	2.2745	0.0000	2.1932
24	29	50259	50259	1.9969	0.0000	1.7951
25	30	285	285	4.5593	0.0000	4.4991
26	31	254	254	0.2485	0.0000	0.3385
27	32	28071	28071	8.5729	0.0000	8.5506
28	33	13	13	1.8743	0.0000	1.6109
29	34	429	429	0.1814	0.0000	0.1259
30	35	13727	13727	0.0774	0.0000	0.3174
  top5 step 30: 13727:30.0013 770:29.9239 19305:29.1976 89128:28.5986 9875:27.9205
