exact_ref prompt=21 tokens=5 kv=f64 act=Ik threads=64 expert_scale=1
step	pos	theirs	exact_top1	exact_margin	theirs_gap	ref_margin
0	4	440	440	0.9688	0.0000	0.9138
1	5	18578	72600	0.2471	0.2471	0.1981
2	6	6673	6673	2.6812	0.0000	2.2966
3	7	1	1	3.6614	0.0000	3.4042
4	8	185	185	3.1958	0.0000	3.2395
5	9	185	185	2.2993	0.0000	2.4014
6	10	2	2	1.3092	0.0000	1.3140
7	11	4294	4294	0.1058	0.0000	0.1197
8	12	79251	79251	0.1465	0.0000	0.4514
9	13	285	285	3.5329	0.0000	3.5153
10	14	49911	49911	2.0867	0.0000	1.8703
11	15	185	185	1.9048	0.0000	2.1733
12	16	2	2	0.3350	0.0000	0.3945
13	17	18587	429	0.0171	0.0171	0.0040
14	18	962	962	5.9999	0.0000	6.2574
15	19	79251	79251	2.1255	0.0000	1.7230
16	20	13	13	11.8169	0.0000	12.4002
17	21	4562	4562	6.3912	0.0000	6.0237
18	22	185	185	0.6592	0.0000	0.2343
19	23	2	2	2.8342	0.0000	2.6499
20	24	18587	18587	10.0355	0.0000	10.0987
21	25	962	962	7.6442	0.0000	6.6277
22	26	49911	49911	5.2658	0.0000	4.6921
23	27	185	185	7.6806	0.0000	7.0424
24	28	185	185	0.5797	0.0000	0.5061
25	29	2	2	2.2191	0.0000	2.1313
26	30	11353	11353	1.7463	0.0000	1.8819
27	31	254	254	4.2891	0.0000	3.0752
28	32	4183	4183	1.8684	0.0000	2.6714
29	33	185	185	5.6026	0.0000	5.3754
30	34	12207	12207	1.0582	0.0000	0.9029
  top5 step 30: 12207:24.4356 2:23.3774 185:20.1450 1679:15.4337 38:15.0429
