exact_ref prompt=29 tokens=5 kv=f64 act=Ik threads=64 expert_scale=1
step	pos	theirs	exact_top1	exact_margin	theirs_gap	ref_margin
0	4	207	207	0.9135	0.0000	0.9439
1	5	23	23	0.4805	0.0000	0.2627
2	6	9811	9811	2.0522	0.0000	2.2020
3	7	13	13	1.4763	0.0000	1.4660
4	8	185	185	0.8594	0.0000	0.8641
5	9	185	185	1.5040	0.0000	1.5395
6	10	32	32	0.1850	0.0000	0.2329
7	11	12457	12457	0.1783	0.0000	0.1579
8	12	317	317	0.3699	0.0000	0.4924
9	13	245	245	1.1840	0.0000	1.2414
10	14	5606	5606	1.5314	0.0000	1.8917
11	15	280	280	10.3868	0.0000	10.3144
12	16	6583	6583	8.1753	0.0000	7.4653
13	17	1757	1757	7.1456	0.0000	7.7790
14	18	344	344	3.9480	0.0000	3.8451
15	19	1094	1094	5.2254	0.0000	5.3126
16	20	12439	12439	2.4143	0.0000	3.1195
17	21	10663	10663	7.6224	0.0000	7.5020
18	22	280	280	9.8355	0.0000	10.2088
19	23	207	207	1.1041	0.0000	1.8287
20	24	23	23	10.5099	0.0000	11.4272
21	25	9811	9811	2.8546	0.0000	3.4160
22	26	13	13	4.8483	0.0000	5.7086
23	27	3159	3159	0.3431	0.0000	0.4842
24	28	11	11	6.6153	0.0000	7.0175
25	29	745	745	1.2715	0.0000	1.4931
26	30	418	418	5.4946	0.0000	5.9386
27	31	16464	750	0.2445	0.2445	0.5190
28	32	17442	17442	0.4973	0.0000	1.1034
29	33	1066	1066	2.3527	0.0000	1.7268
30	34	245	245	1.6394	0.0000	1.9318
  top5 step 30: 245:31.6416 359:30.0021 5579:29.5597 254:29.0940 3039:28.9430
