exact_ref prompt=27 tokens=8 kv=f64 act=Ik threads=64 expert_scale=1
step	pos	theirs	exact_top1	exact_margin	theirs_gap	ref_margin
0	7	254	254	0.2134	0.0000	0.2100
1	8	4182	4182	0.3150	0.0000	0.0176
2	9	7503	7503	0.1871	0.0000	0.1754
3	10	11102	11102	1.8403	0.0000	1.6869
4	11	1761	1761	2.7894	0.0000	2.7927
5	12	6282	6282	1.1933	0.0000	1.0941
6	13	1116	1116	12.4293	0.0000	11.1691
7	14	13	13	8.6661	0.0000	8.9899
8	15	71	71	6.3102	0.0000	6.0200
9	16	13	13	1.4510	0.0000	1.4049
10	17	809	809	0.3340	0.0000	0.2580
11	18	317	317	2.2241	0.0000	2.2926
12	19	245	245	1.8140	0.0000	1.7353
13	20	7503	7503	0.6992	0.0000	0.5738
14	21	1157	1157	4.8610	0.0000	4.3998
15	22	344	344	0.9257	0.0000	0.7746
16	23	317	317	0.6847	0.0000	0.6497
17	24	1222	1222	2.0880	0.0000	2.0748
18	25	276	276	1.9439	0.0000	1.9287
19	26	3640	3640	0.3142	0.0000	0.1282
20	27	254	254	0.1603	0.0000	0.2336
21	28	2827	2827	1.5451	0.0000	1.8439
22	29	276	276	0.0162	0.0000	0.1307
23	30	254	254	3.8315	0.0000	3.9072
24	31	4182	4182	3.3242	0.0000	3.1622
25	32	2827	2827	7.4185	0.0000	7.5786
26	33	3710	3710	3.2486	0.0000	3.3852
27	34	11	11	0.2374	0.0000	0.2097
28	35	4308	588	0.0503	0.0503	0.1982
29	36	254	254	3.0275	0.0000	2.8507
30	37	6800	6800	1.2349	0.0000	1.0893
  top5 step 30: 6800:35.2336 7113:33.9987 8470:33.0508 4147:32.9673 4541:32.5071
